protein_id	protein_name	copy_number
BHFGHA_23425	3-oxoacyl-ACP reductase FabG	1
BHFGHA_23430	PTS glucose transporter subunit IIBC	1
BHFGHA_23435	beta-ketoacyl-ACP synthase II	1
BHFGHA_23440	aminodeoxychorismate lyase	1
BHFGHA_23445	cell division protein YceG	1
BHFGHA_23450	dTMP kinase	1
BHFGHA_23455	DNA polymerase III subunit delta'	1
BHFGHA_23460	metal-dependent hydrolase	1
BHFGHA_23465	PTS glucose transporter subunit IIBC	1
BHFGHA_23470	ferric-rhodotorulic acid/ferric-coprogen receptor FhuE	1
BHFGHA_23475	purine nucleoside phosphoramidase	1
BHFGHA_23480	Lipoprotein	1
BHFGHA_23485	penicillin-binding protein activator LpoB	1
BHFGHA_23490	thiamine kinase	1
BHFGHA_23495	beta-N-acetylhexosaminidase	1
BHFGHA_23500	alpha/beta hydrolase YcfP	1
BHFGHA_23505	NADH-quinone dehydrogenase	1
BHFGHA_23510	Uncharacterized protein YcfJ	1
BHFGHA_23515	TetR family copper-responsive transcriptional repressor ComR	1
BHFGHA_23520	multiple stress resistance protein BhsA	1
BHFGHA_23525	L,D-transpeptidase LdtC	1
BHFGHA_23530	transcription-repair coupling factor	1
BHFGHA_23535	Inner membrane protein YcfT	1
BHFGHA_23540	lipoprotein-releasing ABC transporter permease subunit LolC	1
BHFGHA_23545	lipoprotein-releasing ABC transporter ATP-binding protein LolD	1
BHFGHA_23550	lipoprotein-releasing ABC transporter permease subunit LolE	1
BHFGHA_23555	N-acetylglucosamine kinase	1
BHFGHA_23560	Sir2 family NAD+-dependent deacetylase	1
BHFGHA_23565	TPM domain-containing protein	1
BHFGHA_23570	DUF3592 domain-containing protein	1
BHFGHA_23575	spermidine/putrescine ABC transporter substrate-binding protein PotD	1
BHFGHA_23580	spermidine/putrescine ABC transporter permease PotC	1
BHFGHA_23585	Integrase	1
BHFGHA_23590	Exonuclease from phage origin	1
BHFGHA_23595	3'-5' exonuclease	1
BHFGHA_23600	DUF977 domain-containing protein	1
BHFGHA_23605	Phage replisome organizer	1
BHFGHA_23610	Bacterial toxin YdaT domain-containing protein	1
BHFGHA_23615	DNA-binding transcriptional regulator DicC	1
BHFGHA_23620	Repressor	1
BHFGHA_23625	Prophage protein	1
BHFGHA_23630	Uncharacterized protein YdfB	1
BHFGHA_23635	Prophage protein	1
BHFGHA_23640	hypothetical protein	1
BHFGHA_23645	Replication protein	1
BHFGHA_23650	protein rep	1
BHFGHA_23655	replication-relaxation family protein	1
BHFGHA_23660	hypothetical protein	1
BHFGHA_23665	Regulatory protein rop	1
BHFGHA_23670	Entry exclusion protein 1	1
BHFGHA_23675	Plasmid stabilization system protein ParE	1
BHFGHA_23680	Plasmid stabilization protein	1
BHFGHA_23685	Exc2 family lipoprotein	1
BHFGHA_23690	Cloacin	1
BHFGHA_23695	Cloacin immunity protein	1
BHFGHA_23705	hypothetical protein	1
BHFGHA_23710	MobB	1
BHFGHA_23715	IS3 family IS629 transposase ORF A	1
BHFGHA_23720	HTH-like domain-containing protein	1
BHFGHA_23725	Transposase	1
BHFGHA_23730	Glucose-1-phosphatase	1
BHFGHA_23735	Glucose-1-phosphatase	1
BHFGHA_23740	Sigma-70, region 4	1
BHFGHA_23745	Thiol-disulfide oxidoreductase ResA	1
BHFGHA_23750	ABC transporter ATP-binding protein	1
BHFGHA_23755	ABC transporter permease	1
BHFGHA_23760	ABC transport permease	1
BHFGHA_23765	DUF2318 domain-containing protein	1
BHFGHA_23770	34 kDa membrane antigen	1
BHFGHA_23775	High-affinity iron transporter	1
BHFGHA_23780	Na(+)-translocating NADH-quinone reductase subunit C	1
BHFGHA_23785	Alkyl hydroperoxide reductase	1
BHFGHA_23790	Thioredoxin domain-containing protein	1
BHFGHA_23800	InsB	1
BHFGHA_23805	IS6 family IS15DIV transposase	1
BHFGHA_23810	integron integrase	1
BHFGHA_23815	Streptomycin 3''-O-adenylyltransferase	1
BHFGHA_23820	trimethoprim-resistant dihydrofolate reductase DfrA17	1
BHFGHA_23825	IS1 family transposase	1
BHFGHA_23830	IS1 family IS1B transposase ORF A	1
BHFGHA_23835	tetracycline resistance transcriptional repressor TetR(B)	1
BHFGHA_23840	tetracycline efflux MFS transporter Tet(B)	1
BHFGHA_23845	tetracyline resistance-associated transcriptional repressor TetC	1
BHFGHA_23850	Transposon Tn10 TetD protein	1
BHFGHA_23855	IS4 family transposase	1
BHFGHA_23860	IS6 family IS15DIV transposase	1
BHFGHA_23865	Regulatory protein RepA	1
BHFGHA_23870	Replication initiator protein C	1
BHFGHA_23875	sulfonamide-resistant dihydropteroate synthase Sul2	1
BHFGHA_23880	aminoglycoside O-phosphotransferase APH(3'')-Ib	1
BHFGHA_23885	aminoglycoside O-phosphotransferase APH(6)-Id	1
BHFGHA_23890	IS6 family IS15DIV transposase	1
BHFGHA_23895	Integrase	1
BHFGHA_23900	EAL domain-containing protein	1
BHFGHA_23905	broad-spectrum mercury transporter MerE	1
BHFGHA_23910	mercury resistance co-regulator MerD	1
BHFGHA_23915	mercury(II) reductase	1
BHFGHA_23920	organomercurial transporter MerC	1
BHFGHA_23925	mercury resistance system periplasmic binding protein MerP	1
BHFGHA_23930	mercuric transport protein MerT	1
BHFGHA_23935	mercury resistance transcriptional regulator MerR	1
BHFGHA_23940	IS1 family transposase	1
BHFGHA_23945	IS1 family IS1A transposase ORF A	1
BHFGHA_23950	Endoribonuclease PemK	1
BHFGHA_23955	type II toxin-antitoxin system antitoxin PemI	1
BHFGHA_23960	Uncharacterized protein	1
BHFGHA_23965	Single-stranded DNA-binding protein	1
BHFGHA_23970	Plasmid protein	1
BHFGHA_23975	DUF1380 domain-containing protein	1
BHFGHA_23980	Antirestriction protein	1
BHFGHA_23985	YchA	1
BHFGHA_23990	Uncharacterized protein YubF	1
BHFGHA_23995	Uncharacterized protein YubE	1
BHFGHA_24000	Methyltransferase	1
BHFGHA_24005	YubB ferredoxin-like domain-containing protein	1
BHFGHA_24010	ParB/RepB/Spo0J family plasmid partition protein	1
BHFGHA_24015	plasmid-partitioning protein SopA	1
BHFGHA_24020	replication initiation protein RepE	1
BHFGHA_24025	Resolvase	1
BHFGHA_24030	type II toxin-antitoxin system toxin CcdB	1
BHFGHA_24035	type II toxin-antitoxin system antitoxin CcdA	1
BHFGHA_24040	hypothetical protein	1
BHFGHA_24045	DUF3800 domain-containing protein	1
BHFGHA_24050	BASY0021	1
BHFGHA_24055	pEK499-p136 HEPN domain-containing protein	1
BHFGHA_24060	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	1
BHFGHA_24065	tRNA(fMet)-specific endonuclease VapC	1
BHFGHA_24070	Pcar	1
BHFGHA_24075	VagC	1
BHFGHA_24080	Ribonuclease/mRNA interferase VapC, contains PIN domain	1
BHFGHA_24085	Putative ATP-dependent endonuclease of the OLD family	1
BHFGHA_24090	DNA helicase UvrD	1
BHFGHA_24095	IS1 family IS1SD transposase ORF B	1
BHFGHA_24100	IS1 family IS1A transposase ORF A	1
BHFGHA_24105	IS1 family IS1A transposase ORF A	1
BHFGHA_24110	IS1 family IS1SD transposase ORF B	1
BHFGHA_24115	DNA polymerase type-Y, UV protection protein impB	1
BHFGHA_24120	IS21 transposase Orf1	1
BHFGHA_24125	Uncharacterized protein YuaT	1
BHFGHA_24130	RepFIB replication protein A	1
BHFGHA_24135	putative site-specific recombinase	1
BHFGHA_24140	Inner membrane protein	1
BHFGHA_24145	Transposase	1
BHFGHA_24150	IS3 family IS2 transposase ORF A	1
BHFGHA_24155	Heme/hemopexin utilization protein C	1
BHFGHA_24160	DUF4198 domain-containing protein	1
BHFGHA_24165	IS66 family transposase	1
BHFGHA_24170	IS21-like element IS100kyp family helper ATPase IstB	1
BHFGHA_24175	IS21 family IS100 transposase	1
BHFGHA_24180	IS66 family transposase	1
BHFGHA_24185	Family element	1
BHFGHA_24190	IS66 family insertion sequence element accessory protein TnpB	1
BHFGHA_24195	Transposase InsE and inactivated derivatives	1
BHFGHA_24200	Integrase catalytic domain-containing protein	1
BHFGHA_24205	group II intron reverse transcriptase/maturase	1
BHFGHA_24210	HTH-like domain-containing protein	1
BHFGHA_24215	IS3 family IS1203 transposase ORF A	1
BHFGHA_24220	YdfA protein	1
BHFGHA_24225	YdeA protein	1
BHFGHA_24230	DUF6404 domain-containing protein	1
BHFGHA_24235	Colicin-Ia immunity protein	1
BHFGHA_24240	Replicase	1
BHFGHA_24245	Primase C-terminal 1 domain-containing protein	1
BHFGHA_24250	hypothetical protein	1
BHFGHA_24255	Haem-binding uptake Tiki superfamily ChaN domain-containing protein	1
BHFGHA_24260	Colicin Js sensitivity	1
BHFGHA_24265	TonB-dependent receptor	1
BHFGHA_24270	enterotoxin production-related protein TieB	1
BHFGHA_24275	Truncated transposase	1
BHFGHA_24280	Helix-turn-helix domain-containing protein	1
BHFGHA_24285	Prophage protein	1
BHFGHA_24290	Prophage side tail fiber protein	1
BHFGHA_24295	Opacity protein LomR and related surface antigens	1
BHFGHA_24300	Host specificity protein J	1
BHFGHA_24305	Phage-related protein, tail assembly protein I	1
BHFGHA_24310	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	1
BHFGHA_24315	phage minor tail protein L	1
BHFGHA_24320	Phage tail protein	1
BHFGHA_24325	Phage-related minor tail protein	1
BHFGHA_24330	DUF4035 domain-containing protein	1
BHFGHA_24335	Phage tail protein	1
BHFGHA_24340	Phage tail protein	1
BHFGHA_24345	Gp11	1
BHFGHA_24350	HK97-gp10 family putative phage morphogenesis protein	1
BHFGHA_24355	phage head closure protein	1
BHFGHA_24360	head-tail connector protein	1
BHFGHA_24365	Phage portal protein	1
BHFGHA_24370	phage portal protein	1
BHFGHA_24375	Bacteriophage protein	1
BHFGHA_24380	phage major capsid protein	1
BHFGHA_24385	Phage terminase-like protein, large subunit, contains N-terminal HTH domain	1
BHFGHA_24390	Phage terminase, small subunit	1
BHFGHA_24395	Putative endonuclease from phage origin	1
BHFGHA_24400	hypothetical protein	1
BHFGHA_24405	Bacteriophage protein	1
BHFGHA_24410	Lysis protein	1
BHFGHA_24415	Prophage lysis lipoprotein RzoD	1
BHFGHA_24420	hypothetical protein	1
BHFGHA_24425	Transmembrane protein	1
BHFGHA_24430	SAR-endolysin	1
BHFGHA_24435	Phage protein	1
BHFGHA_24440	Class II holin family protein	1
BHFGHA_24445	DUF826 domain-containing protein	1
BHFGHA_24450	DUF1737 domain-containing protein	1
BHFGHA_24460	hypothetical protein	1
BHFGHA_24480	antitermination protein	1
BHFGHA_24485	Holliday junction resolvase RusA (prophage-encoded endonuclease)	1
BHFGHA_24490	Zn-dependent oxidoreductase	1
BHFGHA_24495	hypothetical protein	1
BHFGHA_24500	Prophage protein	1
BHFGHA_24505	Phage protein	1
BHFGHA_24510	HTH cro/C1-type domain-containing protein	1
BHFGHA_24515	Phage protein	1
BHFGHA_24520	Type I toxin-antitoxin system Hok family toxin	1
BHFGHA_24530	Prophage protein	1
BHFGHA_24535	Prophage protein	1
BHFGHA_24540	HNH endonuclease	1
BHFGHA_24545	Phage protein	1
BHFGHA_24550	DUF4014 domain-containing protein	1
BHFGHA_24555	Prophage protein	1
BHFGHA_24560	Putative prophage protein	1
BHFGHA_24565	Phage protein	1
BHFGHA_24570	Prophage protein	1
BHFGHA_24575	Bacteriophage protein	1
BHFGHA_24580	MucB/RseB N-terminal domain-containing protein	1
BHFGHA_24585	DUF4406 domain-containing protein	1
BHFGHA_24590	DUF977 domain-containing protein	1
BHFGHA_24595	DUF1627 domain-containing protein	1
BHFGHA_24600	Replication protein	1
BHFGHA_24605	Putative phage replication protein	1
BHFGHA_24610	Bacterial toxin YdaT domain-containing protein	1
BHFGHA_24615	Phage regulatory CII	1
BHFGHA_24620	Helix-turn-helix domain-containing protein	1
BHFGHA_24625	Putative regulator of the C1 family from prophage	1
BHFGHA_24630	DUF1391 domain-containing protein	1
BHFGHA_24635	Prophage protein	1
BHFGHA_24640	Prophage protein	1
BHFGHA_24645	hypothetical protein	1
BHFGHA_24655	cell division inhibition protein DicB	1
BHFGHA_24660	DUF1482 domain-containing protein	1
BHFGHA_24665	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	1
BHFGHA_24670	phage minor tail protein L	1
BHFGHA_24675	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	1
BHFGHA_24680	Phage-related protein, tail assembly protein I	1
BHFGHA_24685	Host specificity protein J	1
BHFGHA_24690	Opacity protein LomR and related surface antigens	1
BHFGHA_24695	Prophage side tail fiber protein	1
BHFGHA_24700	Prophage protein	1
BHFGHA_24705	Ybl63	1
BHFGHA_24710	Methyltransferase type 12 domain-containing protein	1
BHFGHA_24715	Tail fiber assembly protein	1
BHFGHA_24720	spermidine/putrescine ABC transporter permease PotB	1
BHFGHA_24725	spermidine/putrescine ABC transporter ATP-binding protein PotA	1
BHFGHA_24730	peptidase T	1
BHFGHA_24735	[50S ribosomal protein L16]-arginine 3-hydroxylase	1
BHFGHA_24740	two-component system sensor histidine kinase PhoQ	1
BHFGHA_24745	two-component system response regulator PhoP	1
BHFGHA_24750	adenylosuccinate lyase	1
BHFGHA_24755	high frequency lysogenization protein HflD	1
BHFGHA_24760	tRNA 2-thiouridine(34) synthase MnmA	1
BHFGHA_24765	phosphatase NudJ	1
BHFGHA_24770	23S rRNA pseudouridine(2457) synthase RluE	1
BHFGHA_24775	NADP-dependent isocitrate dehydrogenase	1
BHFGHA_24780	AAA+ ATPase domain-containing protein	1
BHFGHA_24785	Endonuclease	1
BHFGHA_24790	Prophage lambda integrase	1
BHFGHA_24795	E14 prophage putative integrase	1
BHFGHA_24800	Putative transposase InsN for insertion sequence element IS911A	1
BHFGHA_24805	IS30 family IS30 transposase	1
BHFGHA_24810	IS3 family transposase	1
BHFGHA_24815	IS110 family ISEc21 transposase	1
BHFGHA_24820	IS3 family transposase	1
BHFGHA_24825	Phage replication protein O domain protein	1
BHFGHA_24830	Origin specific replication initiation factor	1
BHFGHA_24835	Replication protein P	1
BHFGHA_24840	Big-1 domain-containing protein	1
BHFGHA_24845	Alpha/beta hydrolase fold domain-containing protein	1
BHFGHA_24850	DNA base-flipping protein YbcN	1
BHFGHA_24855	Prophage NinE-like protein	1
BHFGHA_24860	Putative nuclease YbcO	1
BHFGHA_24865	crossover junction endodeoxyribonuclease RusA	1
BHFGHA_24870	YlcG family protein	1
BHFGHA_24875	Orf33, orf151, orf56, orf96, rus, orf45, orf8, orf127, and nmpC genes	1
BHFGHA_24880	antitermination protein QuuD	1
BHFGHA_24885	Outer membrane porin OmpC/OmpF/PhoE	1
BHFGHA_24890	phage lysis protein EssD	1
BHFGHA_24895	Phage-related protein, tail protein J	1
BHFGHA_24900	Lambda-like tail fibre protein N-terminal domain-containing protein	1
BHFGHA_24905	Prophage protein	1
BHFGHA_24910	Ybl63	1
BHFGHA_24915	iron/manganese ABC transporter permease subunit SitD	1
BHFGHA_24920	iron/manganese ABC transporter permease subunit SitC	1
BHFGHA_24925	iron/manganese ABC transporter ATP-binding protein SitB	1
BHFGHA_24930	iron/manganese ABC transporter substrate-binding protein SitA	1
BHFGHA_24935	NADP-dependent isocitrate dehydrogenase	1
BHFGHA_24940	Uncharacterized protein YcgX	1
BHFGHA_24945	DNA-binding transcriptional repressor BluR	1
BHFGHA_24950	blue light-responsive regulator BluF	1
BHFGHA_24955	regulatory protein YcgZ	1
BHFGHA_24960	biofilm/acid-resistance regulator AriR	1
BHFGHA_24965	Uncharacterized protein YmgC	1
BHFGHA_24970	EAL domain-containing protein	1
BHFGHA_24975	ATPase	1
BHFGHA_24980	Porin	1
BHFGHA_24985	Outer membrane autotransporter barrel domain-containing protein	1
BHFGHA_24990	Uncharacterized protein YmgD	1
BHFGHA_24995	UPF0757 protein YmgG	1
BHFGHA_25000	cell division topological specificity factor MinE	1
BHFGHA_25005	septum site-determining protein MinD	1
BHFGHA_25010	septum site-determining protein MinC	1
BHFGHA_25015	Uncharacterized protein YcgJ	1
BHFGHA_25020	Inhibitor of g-type lysozyme	1
BHFGHA_25025	Protein YcgL	1
BHFGHA_25030	fumarylacetoacetate hydrolase family protein	1
BHFGHA_25035	YcgN family cysteine cluster protein	1
BHFGHA_25045	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	1
BHFGHA_25050	DNA polymerase V catalytic protein	1
BHFGHA_25055	disulfide bond formation protein DsbB	1
BHFGHA_25060	Na(+)/H(+) antiporter NhaB	1
BHFGHA_25065	fatty acid metabolism transcriptional regulator FadR	1
BHFGHA_25070	SpoVR family protein	1
BHFGHA_25075	D-amino acid dehydrogenase	1
BHFGHA_25080	catabolic alanine racemase DadX	1
BHFGHA_25085	potassium/proton antiporter	1
BHFGHA_25090	muramoyltetrapeptide carboxypeptidase	1
BHFGHA_25095	membrane-bound lytic murein transglycosylase EmtA	1
BHFGHA_25100	Flagellar brake protein YcgR	1
BHFGHA_25105	UPF0410 protein YmgE	1
BHFGHA_25110	Outer membrane receptor for ferrienterochelin and colicins	1
BHFGHA_25115	Putative pyrophosphorylase ModD	1
BHFGHA_25120	putative methyltransferase, contains TPR repeat	1
BHFGHA_25125	ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	1
BHFGHA_25130	ABC-type Fe3+-siderophore transport system, permease component	1
BHFGHA_25135	putative ATP-binding protein of ABC transporter	1
BHFGHA_25140	alpha,alpha-trehalase	1
BHFGHA_25145	dihydroxyacetone kinase phosphoryl donor subunit DhaM	1
BHFGHA_25150	dihydroxyacetone kinase subunit DhaL	1
BHFGHA_25155	dihydroxyacetone kinase subunit DhaK	1
BHFGHA_25160	dihydroxyacetone kinase operon transcriptional regulator DhaR	1
BHFGHA_25165	redox-regulated ATPase YchF	1
BHFGHA_25170	aminoacyl-tRNA hydrolase	1
BHFGHA_25175	stress-induced protein YchH	1
BHFGHA_25180	C4-dicarboxylic acid transporter DauA	1
BHFGHA_25185	ribose-phosphate diphosphokinase	1
BHFGHA_25190	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1
BHFGHA_25195	lipoprotein insertase outer membrane protein LolB	1
BHFGHA_25200	glutamyl-tRNA reductase	1
BHFGHA_25205	peptide chain release factor 1	1
BHFGHA_25210	peptide chain release factor N(5)-glutamine methyltransferase	1
BHFGHA_25215	invasion regulator SirB2	1
BHFGHA_25220	invasion regulator SirB1	1
BHFGHA_25225	3-deoxy-8-phosphooctulonate synthase	1
BHFGHA_25230	Toxic polypeptide	1
BHFGHA_25240	sodium-potassium/proton antiporter ChaA	1
BHFGHA_25245	putative cation transport regulator ChaB	1
BHFGHA_25250	glutathione-specific gamma-glutamylcyclotransferase	1
BHFGHA_25255	DsrE/F sulfur relay family protein YchN	1
BHFGHA_25260	inverse autotransporter invasin YchO	1
BHFGHA_25265	nitrate/nitrite two-component system sensor histidine kinase NarX	1
BHFGHA_25270	nitrate/nitrite two-component system sensor histidine kinase NarX	1
BHFGHA_25275	hypothetical protein	1
BHFGHA_25280	nitrate transporter NarK	1
BHFGHA_25285	nitrate reductase subunit alpha	1
BHFGHA_25290	nitrate reductase subunit beta	1
BHFGHA_25295	nitrate reductase molybdenum cofactor assembly chaperone	1
BHFGHA_25300	respiratory nitrate reductase subunit gamma	1
BHFGHA_25305	IS4 family transposase	1
BHFGHA_25320	formyltetrahydrofolate deformylase	1
BHFGHA_25325	YchJ family protein	1
BHFGHA_25330	patatin-like phospholipase RssA	1
BHFGHA_25335	two-component system response regulator RssB	1
BHFGHA_25340	UTP--glucose-1-phosphate uridylyltransferase GalU	1
BHFGHA_25345	histone-like nucleoid-structuring protein H-NS	1
BHFGHA_25350	thymidine kinase	1
BHFGHA_25355	IS4 family transposase	1
BHFGHA_25360	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	1
BHFGHA_25365	YchE family NAAT transporter	1
BHFGHA_25370	NAAT family transporter YchE	1
BHFGHA_25375	Allantoinase	1
BHFGHA_25380	hypothetical protein	1
BHFGHA_25385	oligopeptide ABC transporter substrate-binding protein OppA	1
BHFGHA_25390	oligopeptide ABC transporter permease OppB	1
BHFGHA_25395	oligopeptide ABC transporter permease OppC	1
BHFGHA_25400	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppD	1
BHFGHA_25405	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF	1
BHFGHA_25410	cardiolipin synthase	1
BHFGHA_25415	cardiolipin synthase ClsA	1
BHFGHA_25420	voltage-gated potassium channel protein	1
BHFGHA_25425	YciI family protein	1
BHFGHA_25430	TonB system transport protein TonB	1
BHFGHA_25435	acyl-CoA thioester hydrolase YciA	1
BHFGHA_25440	septation protein A	1
BHFGHA_25445	YciC family protein	1
BHFGHA_25450	outer membrane protein OmpW	1
BHFGHA_25455	Integrase	1
BHFGHA_25460	3'-5' exonuclease	1
BHFGHA_25465	Tape measure protein	1
BHFGHA_25470	phage tail assembly protein T	1
BHFGHA_25475	phage minor tail protein G	1
BHFGHA_25480	Uncharacterized conserved protein YjdB, contains Ig-like domain	1
BHFGHA_25485	Minor tail protein U	1
BHFGHA_25490	Minor tail protein Z (GpZ)	1
BHFGHA_25495	Tail attachment protein	1
BHFGHA_25500	DNA-packaging protein FI	1
BHFGHA_25505	Major capsid protein	1
BHFGHA_25510	Head decoration protein	1
BHFGHA_25515	Head-tail preconnector protein GP5	1
BHFGHA_25520	phage portal protein	1
BHFGHA_25525	Head completion protein gp3	1
BHFGHA_25530	DNA packaging protein of prophage CP-933R terminase large subunit	1
BHFGHA_25535	Terminase small subunit (Gp1)	1
BHFGHA_25540	hypothetical protein	1
BHFGHA_25545	Protein TonB	1
BHFGHA_25550	Endopeptidase (Lysis protein) from bacteriophage origin	1
BHFGHA_25555	hypothetical protein	1
BHFGHA_25560	Transmembrane protein	1
BHFGHA_25565	SAR-endolysin	1
BHFGHA_25570	Phage protein	1
BHFGHA_25575	Anti-adapter protein IraM	1
BHFGHA_25595	HNH nuclease domain-containing protein	1
BHFGHA_25600	type I toxin-antitoxin system toxin HokD	1
